Species,Genotype,Replicate,Genotype_Replicate,Treatment,Photo_Number,Random_Number,Measurement,Result
Ofav,Yellow,1,Yellow1,DC,7,,Gastrosep,0
Ofav,Yellow,1,Yellow1,DC,8,10,Exopercent,0.066666667
Ofav,Yellow,1,Yellow1,DC,8,,Gastrosep,43.956
Ofav,Yellow,3,Yellow3,DC,1,12,Exopercent,0
Ofav,Yellow,3,Yellow3,DC,1,,Gastrosep,51.061
Ofav,Yellow,3,Yellow3,DC,2,11,Exopercent,0.090909091
Ofav,Yellow,3,Yellow3,DC,2,,Gastrosep,34.874
Ofav,Yellow,3,Yellow3,DC,3,7,Exopercent,0
Ofav,Yellow,3,Yellow3,DC,3,,Gastrosep,47.314
Ofav,Yellow,3,Yellow3,DC,4,8,Exopercent,0.333333333
Ofav,Yellow,3,Yellow3,DC,4,,Gastrosep,63.159
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.431405906
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.599604792
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.569605414
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.512781458
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.573417372
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.431747066
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.62990597
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.524170231
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.523108278
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.539618769
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.441470069
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.457356591
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.50121907
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.66292795
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.515715899
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.504722872
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.531755161
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.331278786
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.521886816
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.413368211
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.292953474
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.310986805
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.686646633
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.42384106
Ofav,Yellow,3,Yellow3,DC,,,Zooxarea,0.411733451
Ofav,Yellow,3,Yellow3,DC,5,3,Exopercent,0.333333333
Ofav,Yellow,3,Yellow3,DC,5,,Gastrosep,28.742
Ofav,Yellow,3,Yellow3,DC,6,5,Exopercent,0
Ofav,Yellow,3,Yellow3,DC,6,,Gastrosep,0
Ofav,Yellow,3,Yellow3,DC,7,7,Exopercent,0.19047619
Ofav,Yellow,3,Yellow3,DC,7,,Gastrosep,NA
Ofav,Yellow,3,Yellow3,DC,8,2,Exopercent,0.333333333
Ofav,Yellow,3,Yellow3,DC,8,,Gastrosep,NA
Mcav,Orange,1,Orange1,HS,1,12,Exopercent,0
Mcav,Orange,1,Orange1,HS,1,,Gastrosep,22.815
Mcav,Orange,1,Orange1,HS,2,6,Exopercent,0
Mcav,Orange,1,Orange1,HS,2,,Gastrosep,26.481
Mcav,Orange,1,Orange1,HS,3,9,Exopercent,0
Mcav,Orange,1,Orange1,HS,3,,Gastrosep,7.634
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.463059296
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.568459057
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.467744122
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.469867225
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.470217512
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.613041012
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.543821418
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.408437803
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.388720773
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.522372432
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.700523527
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.529015725
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.851884715
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.581887461
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.380169535
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.357896384
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.501564668
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.523378515
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.397460088
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.453247785
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.428812089
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.502978289
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.526100023
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.454775326
Mcav,Orange,1,Orange1,HS,,,Zooxarea,0.515595352
Mcav,Orange,1,Orange1,HS,4,6,Exopercent,0.285714286
Mcav,Orange,1,Orange1,HS,4,,Gastrosep,10.026
Mcav,Orange,1,Orange1,HS,5,6,Exopercent,0.3
Mcav,Orange,1,Orange1,HS,5,,Gastrosep,31.293
Mcav,Orange,1,Orange1,HS,6,4,Exopercent,0.090909091
Mcav,Orange,1,Orange1,HS,6,,Gastrosep,14.743
Mcav,Orange,1,Orange1,HS,7,7,Exopercent,0.142857143
Mcav,Orange,1,Orange1,HS,7,,Gastrosep,19.377
Mcav,Orange,1,Orange1,HS,8,8,Exopercent,0
Mcav,Orange,1,Orange1,HS,8,,Gastrosep,0
Mcav,Orange,1,Orange1,HS,9,5,Exopercent,0.0625
Mcav,Orange,1,Orange1,HS,9,,Gastrosep,13.746
Mcav,Orange,1,Orange1,HS,10,12,Exopercent,0
Mcav,Orange,1,Orange1,HS,10,,Gastrosep,10.06
Mcav,Orange,2,Orange2,HS,1,2,Exopercent,0.15
Mcav,Orange,2,Orange2,HS,1,,Gastrosep,73.732
Mcav,Orange,2,Orange2,HS,2,9,Exopercent,0
Mcav,Orange,2,Orange2,HS,2,,Gastrosep,0
Mcav,Orange,2,Orange2,HS,3,12,Exopercent,0
Mcav,Orange,2,Orange2,HS,3,,Gastrosep,31.126
Mcav,Orange,2,Orange2,HS,4,3,Exopercent,0.153846154
Mcav,Orange,2,Orange2,HS,4,,Gastrosep,29.625
Mcav,Orange,2,Orange2,HS,5,2,Exopercent,0.05
Mcav,Orange,2,Orange2,HS,5,,Gastrosep,32.673
Mcav,Orange,2,Orange2,HS,6,6,Exopercent,0
Mcav,Orange,2,Orange2,HS,6,,Gastrosep,37.215
Mcav,Orange,2,Orange2,HS,7,3,Exopercent,0
Mcav,Orange,2,Orange2,HS,7,,Gastrosep,15.693
Mcav,Orange,2,Orange2,HS,8,12,Exopercent,0.333333333
Mcav,Orange,2,Orange2,HS,8,,Gastrosep,35.859
Mcav,Orange,2,Orange2,HS,9,1,Exopercent,0
Mcav,Orange,2,Orange2,HS,9,,Gastrosep,8.549
Mcav,Orange,2,Orange2,HS,10,3,Exopercent,0.083333333
Mcav,Orange,2,Orange2,HS,10,,Gastrosep,0
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.37311759
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.509606847
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.458199059
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.477510206
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.606963988
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.435915411
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.511531713
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.28167005
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.598968525
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.586318468
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.43384993
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.810242622
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.617402942
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.515676848
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.409549974
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.398314755
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.709382255
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.598708555
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.634047733
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.494696666
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.500770958
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.676103321
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.61882716
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.585180947
Mcav,Orange,2,Orange2,HS,,,Zooxarea,0.548052131
Mcav,Orange,3,Orange3,HS,1,8,Exopercent,0.05
Mcav,Orange,3,Orange3,HS,1,,Gastrosep,34.008
Mcav,Orange,3,Orange3,HS,2,7,Exopercent,0.136363636
Mcav,Orange,3,Orange3,HS,2,,Gastrosep,0
Mcav,Orange,3,Orange3,HS,3,10,Exopercent,0
Mcav,Orange,3,Orange3,HS,3,,Gastrosep,0
Mcav,Orange,3,Orange3,HS,4,6,Exopercent,0.066666667
Mcav,Orange,3,Orange3,HS,4,,Gastrosep,8.549
Mcav,Orange,3,Orange3,HS,5,7,Exopercent,0.125
Mcav,Orange,3,Orange3,HS,5,,Gastrosep,52.271
Mcav,Orange,3,Orange3,HS,6,3,Exopercent,0.157894737
Mcav,Orange,3,Orange3,HS,6,,Gastrosep,40.284
Mcav,Orange,3,Orange3,HS,7,12,Exopercent,0.4
Mcav,Orange,3,Orange3,HS,7,,Gastrosep,18.385
Mcav,Orange,3,Orange3,HS,8,7,Exopercent,0.133333333
Mcav,Orange,3,Orange3,HS,8,,Gastrosep,0
Mcav,Orange,3,Orange3,HS,9,11,Exopercent,0
Mcav,Orange,3,Orange3,HS,9,,Gastrosep,15.464
Mcav,Orange,3,Orange3,HS,10,5,Exopercent,0.111111111
Mcav,Orange,3,Orange3,HS,10,,Gastrosep,21.34
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.508222196
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.59813994
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.592232403
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.60080867
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.578653677
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.709079644
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.498912992
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.504745952
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.578587585
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.719359797
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.529404545
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.443969418
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.491811437
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.505895085
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.53740265
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.570351641
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.540631041
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.649142016
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.387714774
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.679693287
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.469283452
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.516196254
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.562035171
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.757869502
Mcav,Orange,3,Orange3,HS,,,Zooxarea,0.458053108
Mcav,Red,1,Red1,HS,1,6,Exopercent,0
Mcav,Red,1,Red1,HS,1,,Gastrosep,10.188
Mcav,Red,1,Red1,HS,2,3,Exopercent,0
Mcav,Red,1,Red1,HS,2,,Gastrosep,27.696
Mcav,Red,1,Red1,HS,3,12,Exopercent,0
Mcav,Red,1,Red1,HS,3,,Gastrosep,33.418
Mcav,Red,1,Red1,HS,4,1,Exopercent,0
Mcav,Red,1,Red1,HS,4,,Gastrosep,8.413
Mcav,Red,1,Red1,HS,5,10,Exopercent,0.071428571
Mcav,Red,1,Red1,HS,5,,Gastrosep,9.723
Mcav,Red,1,Red1,HS,6,7,Exopercent,0.0625
Mcav,Red,1,Red1,HS,6,,Gastrosep,0
Mcav,Red,1,Red1,HS,7,12,Exopercent,0.2
Mcav,Red,1,Red1,HS,7,,Gastrosep,0
Mcav,Red,1,Red1,HS,8,8,Exopercent,0
Mcav,Red,1,Red1,HS,8,,Gastrosep,0
Mcav,Red,1,Red1,HS,9,7,Exopercent,0
Mcav,Red,1,Red1,HS,9,,Gastrosep,23.313
Mcav,Red,1,Red1,HS,10,3,Exopercent,0.009708738
Mcav,Red,1,Red1,HS,10,,Gastrosep,38.303
Mcav,Red,1,Red1,HS,,,Zooxarea,0.53886712
Mcav,Red,1,Red1,HS,,,Zooxarea,0.711947607
Mcav,Red,1,Red1,HS,,,Zooxarea,0.656034604
Mcav,Red,1,Red1,HS,,,Zooxarea,0.583974587
Mcav,Red,1,Red1,HS,,,Zooxarea,0.640160685
Mcav,Red,1,Red1,HS,,,Zooxarea,0.561388182
Mcav,Red,1,Red1,HS,,,Zooxarea,0.525976374
Mcav,Red,1,Red1,HS,,,Zooxarea,0.556187161
Mcav,Red,1,Red1,HS,,,Zooxarea,0.54249554
Mcav,Red,1,Red1,HS,,,Zooxarea,0.492818109
Mcav,Red,1,Red1,HS,,,Zooxarea,0.512823046
Mcav,Red,1,Red1,HS,,,Zooxarea,0.548706886
Mcav,Red,1,Red1,HS,,,Zooxarea,0.335483811
Mcav,Red,1,Red1,HS,,,Zooxarea,0.583505945
Mcav,Red,1,Red1,HS,,,Zooxarea,0.468861777
Mcav,Red,1,Red1,HS,,,Zooxarea,0.537668908
Mcav,Red,1,Red1,HS,,,Zooxarea,0.722159112
Mcav,Red,1,Red1,HS,,,Zooxarea,0.461201055
Mcav,Red,1,Red1,HS,,,Zooxarea,0.612584096
Mcav,Red,1,Red1,HS,,,Zooxarea,0.574005878
Mcav,Red,1,Red1,HS,,,Zooxarea,0.525574965
Mcav,Red,1,Red1,HS,,,Zooxarea,0.420818083
Mcav,Red,1,Red1,HS,,,Zooxarea,0.536342599
Mcav,Red,1,Red1,HS,,,Zooxarea,0.555870631
Mcav,Red,1,Red1,HS,,,Zooxarea,0.449525241
Mcav,Red,2,Red2,HS,1,4,Exopercent,0
Mcav,Red,2,Red2,HS,1,,Gastrosep,0
Mcav,Red,2,Red2,HS,2,5,Exopercent,0.333333333
Mcav,Red,2,Red2,HS,2,,Gastrosep,11.854
Mcav,Red,2,Red2,HS,3,7,Exopercent,0
Mcav,Red,2,Red2,HS,3,,Gastrosep,17.323
Mcav,Red,2,Red2,HS,4,9,Exopercent,0.6
Mcav,Red,2,Red2,HS,4,,Gastrosep,NA
Mcav,Red,2,Red2,HS,5,2,Exopercent,0.066666667
Mcav,Red,2,Red2,HS,5,,Gastrosep,14.88
Mcav,Red,2,Red2,HS,6,10,Exopercent,0
Mcav,Red,2,Red2,HS,6,,Gastrosep,18.728
Mcav,Red,2,Red2,HS,7,11,Exopercent,0.20
Mcav,Red,2,Red2,HS,7,,Gastrosep,50.67
Mcav,Red,2,Red2,HS,8,7,Exopercent,0
Mcav,Red,2,Red2,HS,8,,Gastrosep,0
Mcav,Red,2,Red2,HS,9,12,Exopercent,0
Mcav,Red,2,Red2,HS,9,,Gastrosep,15.764
Mcav,Red,2,Red2,HS,,,Zooxarea,0.564000781
Mcav,Red,2,Red2,HS,,,Zooxarea,0.62456047
Mcav,Red,2,Red2,HS,,,Zooxarea,0.747222636
Mcav,Red,2,Red2,HS,,,Zooxarea,0.478986226
Mcav,Red,2,Red2,HS,,,Zooxarea,0.542196469
Mcav,Red,2,Red2,HS,,,Zooxarea,0.612245378
Mcav,Red,2,Red2,HS,,,Zooxarea,0.468329745
Mcav,Red,2,Red2,HS,,,Zooxarea,0.601953412
Mcav,Red,2,Red2,HS,,,Zooxarea,0.514572673
Mcav,Red,2,Red2,HS,,,Zooxarea,0.686519736
Mcav,Red,2,Red2,HS,,,Zooxarea,0.348383772
Mcav,Red,2,Red2,HS,,,Zooxarea,0.660161239
Mcav,Red,2,Red2,HS,,,Zooxarea,0.578819475
Mcav,Red,2,Red2,HS,,,Zooxarea,0.557495401
Mcav,Red,2,Red2,HS,,,Zooxarea,0.543669028
Mcav,Red,2,Red2,HS,,,Zooxarea,0.387572034
Mcav,Red,2,Red2,HS,,,Zooxarea,0.453368235
Mcav,Red,2,Red2,HS,,,Zooxarea,0.437149281
Mcav,Red,2,Red2,HS,,,Zooxarea,0.554372069
Mcav,Red,2,Red2,HS,,,Zooxarea,0.349081547
Mcav,Red,2,Red2,HS,,,Zooxarea,0.685261929
Mcav,Red,2,Red2,HS,,,Zooxarea,0.455484434
Mcav,Red,2,Red2,HS,,,Zooxarea,0.503156465
Mcav,Red,2,Red2,HS,,,Zooxarea,0.440319703
Mcav,Red,2,Red2,HS,,,Zooxarea,0.640715877
Mcav,Red,3,Red3,HS,1,10,Exopercent,0
Mcav,Red,3,Red3,HS,1,,Gastrosep,0
Mcav,Red,3,Red3,HS,2,12,Exopercent,0.07
Mcav,Red,3,Red3,HS,2,,Gastrosep,14.947
Mcav,Red,3,Red3,HS,3,5,Exopercent,0
Mcav,Red,3,Red3,HS,3,,Gastrosep,0
Mcav,Red,3,Red3,HS,4,2,Exopercent,0
Mcav,Red,3,Red3,HS,4,,Gastrosep,0
Mcav,Red,3,Red3,HS,5,10,Exopercent,0
Mcav,Red,3,Red3,HS,5,,Gastrosep,16.27
Mcav,Red,3,Red3,HS,6,8,Exopercent,0.076923077
Mcav,Red,3,Red3,HS,6,,Gastrosep,NA
Mcav,Red,3,Red3,HS,7,7,Exopercent,0
Mcav,Red,3,Red3,HS,7,,Gastrosep,0
Mcav,Red,3,Red3,HS,8,6,Exopercent,0
Mcav,Red,3,Red3,HS,8,,Gastrosep,9.899
Mcav,Red,3,Red3,HS,9,10,Exopercent,0.117647059
Mcav,Red,3,Red3,HS,9,,Gastrosep,0
Mcav,Red,3,Red3,HS,10,5,Exopercent,0
Mcav,Red,3,Red3,HS,10,,Gastrosep,0
Mcav,Red,3,Red3,HS,,,Zooxarea,0.375140719
Mcav,Red,3,Red3,HS,,,Zooxarea,0.704555017
Mcav,Red,3,Red3,HS,,,Zooxarea,0.572827976
Mcav,Red,3,Red3,HS,,,Zooxarea,0.408714197
Mcav,Red,3,Red3,HS,,,Zooxarea,0.585457905
Mcav,Red,3,Red3,HS,,,Zooxarea,0.494871148
Mcav,Red,3,Red3,HS,,,Zooxarea,0.646712556
Mcav,Red,3,Red3,HS,,,Zooxarea,0.650719637
Mcav,Red,3,Red3,HS,,,Zooxarea,0.639051615
Mcav,Red,3,Red3,HS,,,Zooxarea,0.610575545
Mcav,Red,3,Red3,HS,,,Zooxarea,0.493899394
Mcav,Red,3,Red3,HS,,,Zooxarea,0.518640703
Mcav,Red,3,Red3,HS,,,Zooxarea,0.524415949
Mcav,Red,3,Red3,HS,,,Zooxarea,0.488682813
Mcav,Red,3,Red3,HS,,,Zooxarea,0.529827738
Mcav,Red,3,Red3,HS,,,Zooxarea,0.620531543
Mcav,Red,3,Red3,HS,,,Zooxarea,0.597022069
Mcav,Red,3,Red3,HS,,,Zooxarea,0.571625326
Mcav,Red,3,Red3,HS,,,Zooxarea,0.617890341
Mcav,Red,3,Red3,HS,,,Zooxarea,0.692644146
Mcav,Red,3,Red3,HS,,,Zooxarea,0.629881037
Mcav,Red,3,Red3,HS,,,Zooxarea,0.582845032
Mcav,Red,3,Red3,HS,,,Zooxarea,0.594370302
Mcav,Red,3,Red3,HS,,,Zooxarea,0.461541225
Mcav,Red,3,Red3,HS,,,Zooxarea,0.533252995
Ofav,Orange,1,Orange1,HS,1,9,Exopercent,0
Ofav,Orange,1,Orange1,HS,1,,Gastrosep,19.37
Ofav,Orange,1,Orange1,HS,2,2,Exopercent,0
Ofav,Orange,1,Orange1,HS,2,,Gastrosep,27.223
Ofav,Orange,1,Orange1,HS,3,2,Exopercent,0.066666667
Ofav,Orange,1,Orange1,HS,3,,Gastrosep,0
Ofav,Orange,1,Orange1,HS,4,5,Exopercent,0
Ofav,Orange,1,Orange1,HS,4,,Gastrosep,0
Ofav,Orange,1,Orange1,HS,5,5,Exopercent,0.4
Ofav,Orange,1,Orange1,HS,5,,Gastrosep,52.933
Ofav,Orange,1,Orange1,HS,6,11,Exopercent,0
Ofav,Orange,1,Orange1,HS,6,,Gastrosep,0
Ofav,Orange,1,Orange1,HS,7,6,Exopercent,0
Ofav,Orange,1,Orange1,HS,7,,Gastrosep,28.301
Ofav,Orange,1,Orange1,HS,8,7,Exopercent,0
Ofav,Orange,1,Orange1,HS,8,,Gastrosep,NA
Ofav,Orange,1,Orange1,HS,9,3,Exopercent,0
Ofav,Orange,1,Orange1,HS,9,,Gastrosep,NA
Ofav,Orange,1,Orange1,HS,10,11,Exopercent,0
Ofav,Orange,1,Orange1,HS,10,,Gastrosep,0
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.345177117
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.385769427
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.402189172
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.611986308
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.454478021
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.432267943
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.640856869
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.649913019
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.615574653
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.584985852
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.559479733
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.632540493
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.550619886
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.424616679
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.619949292
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.552040116
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.732276456
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.540127936
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.454620394
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.512336657
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.394992418
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.617245943
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.617235115
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.571799434
Ofav,Orange,1,Orange1,HS,,,Zooxarea,0.473778874
Ofav,Orange,2,Orange2,HS,1,1,Exopercent,0
Ofav,Orange,2,Orange2,HS,1,,Gastrosep,NA
Ofav,Orange,2,Orange2,HS,2,5,Exopercent,0
Ofav,Orange,2,Orange2,HS,2,,Gastrosep,0
Ofav,Orange,2,Orange2,HS,3,4,Exopercent,0
Ofav,Orange,2,Orange2,HS,3,,Gastrosep,29.766
Ofav,Orange,2,Orange2,HS,4,8,Exopercent,0.1
Ofav,Orange,2,Orange2,HS,4,,Gastrosep,34.465
Ofav,Orange,2,Orange2,HS,5,11,Exopercent,0.1
Ofav,Orange,2,Orange2,HS,5,,Gastrosep,0
Ofav,Orange,2,Orange2,HS,6,6,Exopercent,0
Ofav,Orange,2,Orange2,HS,6,,Gastrosep,0
Ofav,Orange,2,Orange2,HS,7,3,Exopercent,0
Ofav,Orange,2,Orange2,HS,7,,Gastrosep,8.379
Ofav,Orange,2,Orange2,HS,8,5,Exopercent,0.125
Ofav,Orange,2,Orange2,HS,8,,Gastrosep,10.645
Ofav,Orange,2,Orange2,HS,9,3,Exopercent,0.125
Ofav,Orange,2,Orange2,HS,9,,Gastrosep,40.55
Ofav,Orange,2,Orange2,HS,10,3,Exopercent,0
Ofav,Orange,2,Orange2,HS,10,,Gastrosep,0
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.406578137
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.327959156
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.425742078
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.237915567
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.411301975
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.437743679
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.583889875
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.717235384
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.731237875
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.506097561
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.424073737
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.465474166
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.464231003
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.445495927
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.58043321
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.502458194
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.46284452
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.492931933
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.403512452
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.624743564
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.434290187
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.499876825
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.617215437
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.494158542
Ofav,Orange,2,Orange2,HS,,,Zooxarea,0.450334919
Ofav,Red,2,Red2,HS,1,7,Exopercent,0.285714286
Ofav,Red,2,Red2,HS,1,,Gastrosep,0
Ofav,Red,2,Red2,HS,2,6,Exopercent,0
Ofav,Red,2,Red2,HS,2,,Gastrosep,15.115
Ofav,Red,2,Red2,HS,3,8,Exopercent,0
Ofav,Red,2,Red2,HS,3,,Gastrosep,36.989
Ofav,Red,2,Red2,HS,4,5,Exopercent,0.2
Ofav,Red,2,Red2,HS,4,,Gastrosep,0
Ofav,Red,2,Red2,HS,5,10,Exopercent,0.142857143
Ofav,Red,2,Red2,HS,5,,Gastrosep,NA
Ofav,Red,2,Red2,HS,6,5,Exopercent,0.125
Ofav,Red,2,Red2,HS,6,,Gastrosep,42.24
Ofav,Red,2,Red2,HS,7,7,Exopercent,0
Ofav,Red,2,Red2,HS,7,,Gastrosep,0
Ofav,Red,2,Red2,HS,8,10,Exopercent,0.166666667
Ofav,Red,2,Red2,HS,8,,Gastrosep,0
Ofav,Red,2,Red2,HS,9,12,Exopercent,0.375
Ofav,Red,2,Red2,HS,9,,Gastrosep,0
Ofav,Red,2,Red2,HS,10,4,Exopercent,0.333333333
Ofav,Red,2,Red2,HS,10,,Gastrosep,27.07
Ofav,Red,2,Red2,HS,,,Zooxarea,0.578930921
Ofav,Red,2,Red2,HS,,,Zooxarea,0.602102003
Ofav,Red,2,Red2,HS,,,Zooxarea,0.69258205
Ofav,Red,2,Red2,HS,,,Zooxarea,0.719138579
